name,current_version,latest_version,security_issues
is-string,1.0.7,1.1.0,No
is-symbol,1.0.4,1.1.1,No
is-typedarray,1.0.0,1.0.0,No
issue-regex,3.1.0,4.3.0,No
istanbul-lib-instrument,5.2.0,6.0.3,No
java-properties,1.0.2,1.0.2,No
jest-changed-files,27.5.1,29.7.0,No
jest-config,27.5.1,29.7.0,No
jest-message-util,27.5.1,29.7.0,No
jest-resolve-dependencies,27.5.1,29.7.0,No
jest-resolve,27.5.1,29.7.0,No
jest-runner,27.5.1,29.7.0,No
jest-runtime,27.5.1,29.7.0,No
jest-snapshot,27.5.1,29.7.0,No
jest-validate,27.5.1,29.7.0,No
jest-watcher,27.5.1,29.7.0,No
js-tokens,4.0.0,9.0.1,No
json2mq,0.2.0,0.2.0,No
jszip,3.10.1,3.10.1,No
language-subtag-registry,0.3.21,0.3.23,No
lazy-universal-dotenv,3.0.1,4.0.0,No
listr-input,0.2.1,0.2.1,No
listr-silent-renderer,1.1.1,1.1.1,No
listr-update-renderer,0.5.0,0.5.0,No
listr-verbose-renderer,0.5.0,0.6.0,No
load-json-file,5.3.0,7.0.1,No
lodash.defaults,4.2.0,4.2.0,No
lodash.isarguments,3.1.0,3.1.0,No
lodash.sortby,4.7.0,4.7.0,No
lodash.truncate,4.4.2,4.4.2,No
log-update,4.0.0,6.1.0,No
makeerror,1.0.12,1.0.12,No
map-cache,0.2.2,0.2.2,No
matcher,3.0.0,5.0.0,No
mem,8.1.1,10.0.0,No
memoize-one,5.2.1,6.0.0,No
memoizerific,1.11.3,1.11.3,No
merge-descriptors,1.0.1,2.0.0,No
methods,1.1.2,1.1.2,No
min-document,2.19.0,2.19.0,No
mini-create-react-context,0.3.3,0.4.1,No
mrmime,1.0.0,2.0.0,No
multicast-dns,7.2.4,7.2.5,No
murmurhash,1.0.0,2.0.1,No
mustache,4.2.0,4.2.0,No
nanoid,3.3.2,5.0.9,No
negotiator,0.6.3,1.0.0,No
new-github-release-url,1.0.0,2.0.0,No
node-forge,1.3.1,1.3.1,No
node-releases,2.0.3,2.0.19,No
npm-name,6.0.1,8.0.0,No
npmlog,4.1.2,7.0.1,No
object-keys,1.1.1,1.1.1,No
on-finished,2.3.0,2.4.1,No
ora,5.4.1,8.1.1,No
outvariant,1.3.0,1.4.3,No
ow,0.21.0,2.0.0,No
p-locate,5.0.0,6.0.0,No
p-memoize,4.0.4,7.1.1,No
p-timeout,4.1.0,6.1.3,No
packet-reader,1.0.0,1.0.0,No
parseurl,1.3.3,1.3.3,No
pascal-case,3.1.2,4.0.0,No
path-is-inside,1.0.2,1.0.2,No
pg-cloudflare,1.1.1,1.1.1,No
pg-promise,10.11.1,11.10.2,No
pg-query-stream,4.2.3,4.7.1,No
pg-types,2.2.0,4.0.2,No
pgpass,1.0.5,1.0.5,No
postman-request,2.88.1-postman.33,2.88.1-postman.40,No
pretty-hrtime,1.0.3,1.0.3,No
progress,2.0.3,2.0.3,No
prompts,2.4.2,2.4.2,No
proxy-addr,2.0.7,2.0.7,No
proxy-from-env,1.1.0,1.1.0,No
prr,1.0.1,1.0.1,No
q,1.5.1,1.5.1,No
react-docgen-typescript,2.2.2,2.2.2,No
react-docgen,5.4.0,7.1.0,No
react-onclickoutside,6.13.0,6.13.1,No
react-popper,2.3.0,2.3.0,No
recast,0.20.5,0.23.9,No
redeyed,2.1.1,2.1.1,No
redis-errors,1.2.0,1.2.0,No
redis-parser,3.0.0,3.0.0,No
regenerator-transform,0.15.0,0.15.2,No
regex-not,1.0.2,1.0.2,No
regexp.prototype.flags,1.4.3,1.5.3,No
remark-external-links,8.0.0,10.0.0,No
remark-slug,6.1.0,8.0.0,No
renderkid,3.0.0,3.0.0,No
repeat-string,1.6.1,1.6.1,No
resize-observer-polyfill,1.5.1,1.5.1,No
resolve-cwd,3.0.0,3.0.0,No
resolve-global,1.0.0,2.0.0,No
resolve-pathname,3.0.0,3.0.0,No
retry,0.13.1,0.13.1,No
rfdc,1.3.0,1.4.1,No
roarr,2.15.4,7.21.1,No
safe-regex,1.1.0,2.1.1,No
safe-stable-stringify,2.3.1,2.5.0,No
saxes,5.0.1,6.0.0,No
select-hose,2.0.0,2.0.0,No
send,0.17.2,1.1.0,No
serialize-error,7.0.1,11.0.3,No
serve-static,1.14.2,1.16.2,No
set-cookie-parser,2.4.8,2.7.1,No
sha.js,2.4.11,2.4.11,No
shallow-clone,3.0.1,3.0.1,No
shallowequal,1.1.0,1.1.0,No
shebang-regex,1.0.0,4.0.0,No
shelljs,0.8.4,0.8.5,No
snapdragon-util,3.0.1,5.0.1,No
source-map-js,1.0.2,1.2.1,No
source-map-resolve,0.5.3,0.6.0,No
spdx-correct,3.1.1,3.2.0,No
spdx-expression-parse,3.0.1,4.0.0,No
spdy-transport,3.0.0,3.0.0,No
split,1.0.1,1.0.1,No
sprintf-js,1.0.3,1.1.3,No
stackframe,1.2.1,1.3.4,No
standard-as-callback,2.1.0,2.1.0,No
store2,2.13.2,2.14.3,No
string-env-interpolation,1.0.1,1.0.1,No
synchronous-promise,2.0.15,2.0.17,No
terminal-link,2.1.1,3.0.0,No
test-exclude,6.0.0,7.0.1,No
tiny-case,1.0.3,1.0.3,No
to-regex-range,2.1.1,5.0.1,No
toggle-selection,1.0.6,1.0.6,No
totalist,1.1.0,3.0.1,No
tv4,1.3.0,1.3.0,No
type-component,0.0.1,0.0.1,No
type-is,1.6.18,1.6.18,No
typedarray-to-buffer,3.1.5,4.0.0,No
uncontrollable,7.2.1,8.0.4,No
unixify,1.0.0,1.0.0,No
unzipper,0.10.11,0.12.3,No
update-notifier,5.1.0,7.3.1,No
use,3.1.1,3.1.1,No
utils-merge,1.0.1,1.0.1,No
value-equal,1.0.1,1.0.1,No
void-elements,3.1.0,3.1.0,No
vscode-languageserver,5.2.1,9.0.1,No
warning,4.0.3,4.0.3,No
websocket-driver,0.7.4,0.7.4,No
whatwg-fetch,3.6.2,3.6.20,No
widest-line,3.1.0,5.0.0,No
winston,3.12.0,3.17.0,No
word-wrap,1.2.3,1.2.5,No
wrappy,1.0.2,1.0.2,No
yarn,1.22.18,1.22.22,No
zen-observable,0.8.15,0.10.0,No
@apollo/subgraph,0.6.1,Unknown,No
@apollographql/graphql-language-service-parser,2.0.2,Unknown,No
@apollographql/graphql-language-service-types,2.0.2,Unknown,No
@apollographql/graphql-language-service-utils,2.0.2,Unknown,No
@ardatan/sync-fetch,0.0.1,Unknown,No
@aws-crypto/crc32c,3.0.0,Unknown,No
@aws-sdk/abort-controller,3.357.0,Unknown,No
@aws-sdk/credential-provider-http,3.525.0,Unknown,No
@aws-sdk/endpoint-cache,3.310.0,Unknown,No
@aws-sdk/middleware-sdk-sts,3.357.0,Unknown,No
@aws-sdk/querystring-builder,3.357.0,Unknown,No
@aws-sdk/querystring-parser,3.357.0,Unknown,No
@aws-sdk/service-error-classification,3.357.0,Unknown,No
@aws-sdk/util-arn-parser,3.495.0,Unknown,No
@aws-sdk/util-buffer-from,3.310.0,Unknown,No
@aws-sdk/util-config-provider,3.310.0,Unknown,No
@aws-sdk/util-stream,3.360.0,Unknown,No
@babel/helper-explode-assignable-expression,7.16.7,Unknown,No
@babel/helper-member-expression-to-functions,7.17.7,Unknown,No
@babel/helper-wrap-function,7.16.8,Unknown,No
@babel/plugin-syntax-decorators,7.17.0,Unknown,No
@babel/plugin-syntax-export-default-from,7.16.7,Unknown,No
@babel/plugin-syntax-flow,7.16.7,Unknown,No
@bcoe/v8-coverage,0.2.3,Unknown,No
@commitlint/config-validator,16.2.1,Unknown,No
@commitlint/execute-rule,16.2.1,Unknown,No
@commitlint/is-ignored,16.2.1,Unknown,No
@commitlint/parse,16.2.1,Unknown,No
@commitlint/resolve-extends,16.2.1,Unknown,No
@commitlint/rules,16.2.1,Unknown,No
@commitlint/top-level,16.2.1,Unknown,No
@dabh/diagnostics,2.0.3,Unknown,No
@emotion/babel-plugin,11.9.2,Unknown,No
@emotion/memoize,0.7.5,Unknown,No
@emotion/serialize,1.0.3,Unknown,No
@emotion/sheet,1.1.0,Unknown,No
@emotion/utils,1.1.0,Unknown,No
@emotion/weak-memoize,0.2.5,Unknown,No
@fast-csv/format,4.3.5,Unknown,No
@fast-csv/parse,4.3.6,Unknown,No
@graphql-tools/delegate,9.0.21,Unknown,No
@graphql-tools/executor-graphql-ws,0.0.5,Unknown,No
@graphql-tools/executor-http,0.0.8,Unknown,No
@graphql-tools/executor-legacy-ws,0.0.5,Unknown,No
@graphql-tools/import,6.7.14,Unknown,No
@graphql-tools/schema,9.0.12,Unknown,No
@graphql-tools/wrap,9.2.23,Unknown,No
@jest/environment,27.5.1,Unknown,No
@jest/fake-timers,27.5.1,Unknown,No
@jest/globals,27.5.1,Unknown,No
@jest/source-map,27.5.1,Unknown,No
@jest/test-sequencer,27.5.1,Unknown,No
@jridgewell/resolve-uri,3.0.5,Unknown,No
@jridgewell/sourcemap-codec,1.4.11,Unknown,No
@mdx-js/mdx,1.6.22,Unknown,No
@postman/form-data,3.1.1,Unknown,No
@postman/tough-cookie,4.1.3-postman.1,Unknown,No
@postman/tunnel-agent,0.6.3,Unknown,No
@sindresorhus/is,4.6.0,Unknown,No
@smithy/chunked-blob-reader-native,2.1.2,Unknown,No
@smithy/chunked-blob-reader,2.1.1,Unknown,No
@smithy/eventstream-serde-universal,2.1.4,Unknown,No
@storybook/builder-webpack4,6.5.0-alpha.62,Unknown,No
@storybook/csf-tools,6.5.0-alpha.62,Unknown,No
@storybook/manager-webpack4,6.5.0-alpha.62,Unknown,No
@types/babel__traverse,7.17.0,Unknown,No
@types/connect,3.4.35,Unknown,No
@types/mime,1.3.2,Unknown,No
@types/minimatch,3.0.5,Unknown,No
@types/prettier,2.6.0,Unknown,No
@types/range-parser,1.2.4,Unknown,No
@types/stack-utils,2.0.1,Unknown,No
@types/zen-observable,0.8.3,Unknown,No
@whatwg-node/fetch,0.5.4,Unknown,No
agent-base,6.0.2,7.1.3,No
aggregate-error,3.1.0,5.0.0,No
apollo-link-http-common,0.2.16,0.2.16,No
apollo-server-caching,0.7.0,3.3.0,No
apollo-server-env,3.1.0,4.2.1,No
apollo-server-types,3.7.1,3.8.0,No
app-root-dir,1.0.2,1.0.2,No
archiver-utils,2.1.0,5.0.2,No
are-we-there-yet,2.0.0,4.0.2,No
array-ify,1.0.0,1.0.0,No
assert-options,0.7.0,0.8.2,No
assign-symbols,1.0.0,2.0.2,No
atob,2.1.2,2.1.2,No
aws-sign2,0.7.0,0.7.0,No
aws4,1.12.0,1.13.2,No
babel-jest,27.5.1,29.7.0,No
babel-preset-current-node-syntax,1.0.1,1.1.0,No
better-opn,2.1.1,3.0.2,No
big-integer,1.6.51,1.6.52,No
binary,0.3.0,0.3.0,No
bl,4.1.0,6.0.16,No
brotli,1.3.3,1.3.3,No
buffer-crc32,0.2.13,1.0.0,No
buffer-indexof-polyfill,1.0.2,1.0.2,No
cache-base,1.0.1,4.0.2,No
capital-case,1.0.4,2.0.0,No
caseless,0.12.0,0.12.0,No
charcodes,0.2.0,0.2.0,No
cjs-module-lexer,1.2.2,1.4.1,No
class-utils,0.3.6,0.3.6,No
cli-spinners,2.6.1,3.2.0,No
cli-table3,0.6.2,0.6.5,No
collect-v8-coverage,1.0.1,1.0.2,No
component-emitter,1.3.0,2.0.0,No
configstore,5.0.1,7.0.0,No
console-control-strings,1.1.0,1.1.0,No
constant-case,3.0.4,4.0.0,No
cosmiconfig-typescript-loader,1.0.9,6.1.0,No
cpy,8.1.2,11.1.0,No
css-select,4.3.0,5.1.0,No
dedent,0.7.0,1.5.3,No
dequal,2.0.2,2.0.3,No
destroy,1.0.4,1.2.0,No
detect-node,2.1.0,2.1.0,No
detect-port,1.3.0,2.1.0,No
dns-packet,5.3.1,5.6.1,No
dom-converter,0.2.0,0.2.0,No
dom-walk,0.1.2,0.1.2,No
dotenv-expand,5.1.0,12.0.1,No
duplexer2,0.1.4,0.1.4,No
eastasianwidth,0.2.0,0.3.0,No
ee-first,1.1.1,1.1.1,No
elegant-spinner,1.0.1,3.0.0,No
es-to-primitive,1.2.1,1.3.0,No
es5-shim,4.6.5,4.6.7,No
es6-shim,0.35.6,0.35.8,No
estree-to-babel,3.2.1,10.0.1,No
eventemitter3,4.0.7,5.0.1,No
expect,27.5.1,29.7.0,No
extend,3.0.2,3.0.2,No
fast-json-parse,1.0.3,1.0.3,No
flatted,3.2.5,3.3.2,No
forever-agent,0.6.1,0.6.1,No
forwarded,0.2.0,0.2.0,No
fstream,1.0.12,1.0.12,No
function.prototype.name,1.1.5,1.1.6,No
functions-have-names,1.2.3,1.2.3,No
gauge,3.0.2,5.0.2,No
get-package-type,0.1.0,0.1.0,No
get-symbol-description,1.0.0,1.0.2,No
git-raw-commits,2.0.11,5.0.0,No
github-slugger,1.4.0,2.0.0,No
global-dirs,0.1.1,4.0.0,No
globalthis,1.0.2,1.0.4,No
got,10.7.0,14.4.5,No
har-validator,5.1.5,5.1.5,No
has-tostringtag,1.0.0,1.0.2,No
header-case,2.0.4,3.0.0,No
hpack.js,2.1.6,2.1.6,No
htmlparser2,6.1.0,9.1.0,No
http-parser-js,0.5.6,0.5.8,No
http-signature,1.3.6,1.4.0,No
import-lazy,2.1.0,4.0.0,No
inquirer-autosubmit-prompt,0.2.0,0.2.0,No
invariant,2.2.4,2.2.4,No
ip,1.1.5,2.0.1,No
is-absolute-url,3.0.3,4.0.1,No
is-ci,2.0.0,4.1.0,No
is-directory,0.3.1,0.3.1,No
is-negative-zero,2.0.2,2.0.3,No
is-npm,5.0.0,6.0.0,No
is-object,1.0.2,1.0.2,No
is-retry-allowed,1.2.0,3.0.0,No
is-shared-array-buffer,1.0.2,1.0.3,No
is-ssh,1.3.3,1.4.0,No
is-url-superb,4.0.0,6.1.0,No
is-weakref,1.0.2,1.1.0,No
is-window,1.0.2,1.0.2,No
is-yarn-global,0.3.0,0.4.1,No
isomorphic-ws,5.0.0,5.0.0,No
isstream,0.1.2,0.1.2,No
istanbul-lib-coverage,3.2.0,3.2.2,No
istanbul-lib-report,3.0.0,3.0.1,No
istanbul-lib-source-maps,4.0.1,5.0.6,No
istanbul-reports,3.1.4,3.1.7,No
jest-circus,27.5.1,29.7.0,No
jest-docblock,27.5.1,29.7.0,No
jest-environment-jsdom,27.5.1,29.7.0,No
jest-environment-node,27.5.1,29.7.0,No
jest-jasmine2,27.5.1,29.7.0,No
jest-leak-detector,27.5.1,29.7.0,No
jest-mock,27.5.1,29.7.0,No
jest-pnp-resolver,1.2.2,1.2.3,No
jkroso-type,1.1.1,1.1.1,No
jmespath,0.16.0,0.16.0,No
js-string-escape,1.0.1,1.0.1,No
json-stringify-safe,5.0.1,5.0.1,No
kleur,3.0.3,4.1.5,No
latest-version,5.1.0,9.0.0,No
leven,3.1.0,4.0.0,No
lie,3.3.0,3.3.0,No
listenercount,1.0.1,1.0.1,No
lodash.flatten,4.4.0,4.4.0,No
lodash.get,4.4.2,4.4.2,No
lodash.xorby,4.7.0,4.7.0,No
lodash.zip,4.2.0,4.2.0,No
lru_map,0.3.3,0.4.1,No
map-age-cleaner,0.1.3,0.2.0,No
map-or-similar,1.5.0,1.5.0,No
mdast-util-definitions,4.0.0,6.0.0,No
mdast-util-to-string,1.1.0,4.0.0,No
media-typer,0.3.0,1.1.0,No
mixin-deep,1.3.2,2.0.1,No
no-case,3.0.4,4.0.0,No
node-dir,0.1.17,0.1.17,No
node-int64,0.4.0,0.4.0,No
node-libs-browser,2.2.1,2.2.1,No
oauth-sign,0.9.0,0.9.0,No
objectorarray,1.0.5,1.0.5,No
obuf,1.1.2,1.1.2,No
one-time,1.0.0,1.0.0,No
org-regex,1.0.0,1.0.0,No
os-tmpdir,1.0.2,2.0.0,No
p-finally,1.0.0,3.0.0,No
p-settle,4.1.1,5.1.1,No
pako,1.0.11,2.1.0,No
parse-url,6.0.0,9.2.0,No
pascalcase,0.1.1,2.0.0,No
path-case,3.0.4,4.0.0,No
performance-now,2.1.0,2.1.0,No
pg-cursor,2.7.3,2.12.1,No
pg-int8,1.0.1,1.0.1,No
pg-minify,1.6.2,1.6.5,No
pinkie-promise,2.0.1,2.0.1,No
postgres-array,2.0.0,3.0.2,No
postgres-bytea,1.0.0,3.0.0,No
postgres-date,1.0.7,2.1.0,No
postgres-interval,1.2.0,4.0.2,No
promise.allsettled,1.0.5,1.0.7,No
promise.prototype.finally,3.1.3,3.1.8,No
pupa,2.1.1,3.1.0,No
ramda,0.21.0,0.30.1,No
raw-body,2.4.3,3.0.0,No
react-lifecycles-compat,3.0.4,3.0.4,No
readdir-glob,1.1.1,2.0.1,No
redis-commands,1.7.0,1.7.0,No
regexpu-core,5.0.1,6.2.0,No
request-promise-native,1.0.7,1.0.9,No
request,2.88.0,2.88.2,No
require-from-string,2.0.2,2.0.2,No
requires-port,1.0.0,1.0.0,No
resolve-url,0.2.1,0.2.1,No
resolve.exports,1.1.0,2.0.3,No
ret,0.1.15,0.5.0,No
reusify,1.0.4,1.0.4,No
run-parallel,1.2.0,1.2.0,No
safer-buffer,2.1.2,2.1.2,No
sax,1.2.1,1.4.1,No
scoped-regex,2.1.0,3.0.0,No
semver-compare,1.0.0,1.0.0,No
semver-diff,3.1.1,4.0.0,No
sentence-case,3.0.4,4.0.0,No
serve-favicon,2.5.0,2.5.0,No
set-blocking,2.0.0,2.0.0,No
setimmediate,1.0.5,1.0.5,No
sisteransi,1.0.5,1.0.5,No
snake-case,3.0.4,4.0.0,No
source-map-url,0.4.1,0.4.1,No
space-separated-tokens,1.1.5,2.0.2,No
spdx-exceptions,2.3.0,2.5.0,No
spdx-license-ids,3.0.11,3.0.20,No
spex,3.2.0,3.4.0,No
stack-trace,0.0.10,1.0.0-pre2,No
stack-utils,2.0.5,2.0.6,No
stream-length,1.0.2,1.0.2,No
string-convert,0.2.1,0.2.1,No
string-length,4.0.2,6.0.0,No
string.prototype.padend,3.1.3,3.1.6,No
string.prototype.padstart,3.1.3,3.1.6,No
string.prototype.trimend,1.0.4,1.0.9,No
string.prototype.trimstart,1.0.4,1.0.8,No
strip-eof,1.0.0,2.0.0,No
strnum,1.0.5,1.0.5,No
stylis,4.0.13,4.3.4,No
symbol.prototype.description,1.0.5,1.0.6,No
tar-stream,2.2.0,3.1.7,No
throat,6.0.1,6.0.2,No
thunky,1.1.0,1.1.0,No
tmpl,1.0.5,1.0.5,No
tunnel-agent,0.6.0,0.6.0,No
typescript,4.6.3,5.7.2,No
uglify-js,3.15.4,3.19.3,No
unbox-primitive,1.0.1,1.0.2,No
unist-util-visit,2.0.3,5.0.0,No
unpipe,1.0.0,1.0.0,No
urix,0.1.0,0.1.0,No
url,0.10.3,0.11.4,No
util,0.12.5,0.12.5,No
v8-to-istanbul,8.1.1,9.3.0,No
vali-date,1.0.0,1.0.0,No
validate-npm-package-name,3.0.0,6.0.0,No
value-or-promise,1.0.11,1.0.12,No
vscode-languageserver-protocol,3.14.1,3.17.5,No
wbuf,1.7.3,1.7.3,No
wcwidth,1.0.1,1.0.1,No
websocket-extensions,0.1.4,0.1.4,No
wordwrap,1.0.0,1.0.0,No
x-default-browser,0.4.0,0.5.2,No
xdg-basedir,4.0.0,5.1.0,No
xml2js,0.5.0,0.6.2,No
xmlchars,2.2.0,2.2.0,No
zip-stream,4.1.0,7.0.2,No
@apollo/cache-control-types,1.0.2,Unknown,No
@apollo/utils.keyvaluecache,1.0.1,Unknown,No
@apollo/utils.logger,1.0.1,Unknown,No
@babel/plugin-syntax-bigint,7.8.3,Unknown,No
@babel/plugin-syntax-import-meta,7.10.4,Unknown,No
@commitlint/ensure,16.2.1,Unknown,No
@commitlint/message,16.2.1,Unknown,No
@commitlint/to-lines,16.2.1,Unknown,No
@emotion/hash,0.8.0,Unknown,No
@emotion/unitless,0.7.5,Unknown,No
@graphql-tools/batch-execute,8.5.14,Unknown,No
@graphql-tools/executor,0.0.11,Unknown,No
@leichtgewicht/ip-codec,2.0.3,Unknown,No
@mdx-js/util,1.6.22,Unknown,No
@peculiar/webcrypto,1.4.1,Unknown,No
@repeaterjs/repeater,3.0.4,Unknown,No
@sinonjs/fake-timers,8.1.0,Unknown,No
@szmarczak/http-timer,4.0.6,Unknown,No
@types/babel__core,7.1.19,Unknown,No
@types/cacheable-request,6.0.2,Unknown,No
@types/tapable,1.0.8,Unknown,No
@types/uglify-js,3.13.2,Unknown,No
@types/unist,2.0.6,Unknown,No
@types/webpack-sources,3.2.0,Unknown,No
abort-controller,3.0.0,3.0.0,No
address,1.1.2,2.0.3,No
ajv-errors,1.0.1,3.0.0,No
apollo-reporting-protobuf,3.3.3,3.4.0,No
arr-diff,4.0.0,4.0.0,No
arr-union,3.1.0,3.1.0,No
array.prototype.map,1.0.4,1.0.7,No
assert-plus,1.0.0,1.0.0,No
assert,1.5.0,2.1.0,No
autoprefixer,9.8.8,10.4.20,No
babel-plugin-apply-mdx-type-prop,1.6.22,2.0.0,No
babel-plugin-extract-import-names,1.6.22,2.0.0,No
babel-preset-jest,27.5.1,29.6.3,No
boolbase,1.0.0,1.0.0,No
browserify-zlib,0.2.0,0.2.0,No
buffers,0.1.1,0.1.1,No
builtins,1.0.3,5.1.0,No
busboy,1.6.0,1.6.0,No
c8,7.11.2,10.1.3,No
cacache,12.0.4,19.0.1,No
cacheable-lookup,2.0.1,7.0.0,No
cacheable-request,7.0.2,13.0.2,No
caller-path,2.0.0,4.0.0,No
camelcase-css,2.0.1,2.0.1,No
chainsaw,0.1.0,0.1.0,No
char-regex,1.0.2,2.0.2,No
co,4.6.0,4.6.0,No
collection-visit,1.0.0,1.0.0,No
color-support,1.1.3,1.1.3,No
colorspace,1.1.4,1.1.4,No
compress-commons,4.1.1,7.0.0,No
console-browserify,1.2.0,1.2.0,No
constants-browserify,1.0.0,1.0.0,No
conventional-changelog-angular,5.0.13,8.0.0,No
conventional-commits-parser,3.2.4,6.0.0,No
cp-file,7.0.0,11.0.0,No
crypto-browserify,3.12.0,3.12.1,No
css-what,6.1.0,6.1.0,No
dargs,7.0.0,8.1.0,No
dataloader,2.1.0,2.2.3,No
decompress-response,5.0.0,9.0.0,No
default-browser-id,1.0.4,5.0.0,No
defaults,1.0.3,3.0.0,No
delegates,1.0.0,1.0.0,No
detab,2.0.4,3.0.2,No
detect-newline,3.1.0,4.0.1,No
domain-browser,1.2.0,5.7.0,No
domelementtype,2.3.0,2.3.0,No
domhandler,4.3.1,5.0.3,No
domutils,2.8.0,3.1.0,No
dset,3.1.2,3.1.4,No
duplexer3,0.1.4,1.0.0,No
enabled,2.0.0,2.0.0,No
extglob,2.0.4,3.0.0,No
file-loader,6.2.0,6.2.0,No
find-root,1.1.0,1.1.0,No
fn.name,1.1.0,1.1.0,No
for-in,1.0.2,1.0.2,No
form-data-encoder,1.7.2,4.0.2,No
formdata-node,4.4.1,6.0.3,No
fragment-cache,0.2.1,0.2.1,No
fs-constants,1.0.0,1.0.0,No
get-value,2.0.6,3.0.1,No
graphql-ws,5.11.2,5.16.0,No
har-schema,2.0.0,2.0.0,No
has-ansi,2.0.0,6.0.0,No
has-bigints,1.0.2,1.0.2,No
has-glob,1.0.0,1.0.0,No
has-unicode,2.0.1,2.0.1,No
has-value,1.0.0,2.0.2,No
hast-util-raw,6.0.1,9.1.0,No
https-browserify,1.0.0,1.0.0,No
immediate,3.0.6,3.3.0,No
is-arguments,1.1.1,1.2.0,No
is-date-object,1.0.5,1.1.0,No
is-generator-fn,2.1.0,3.0.0,No
is-generator-function,1.0.10,1.0.10,No
is-typed-array,1.1.12,1.1.13,No
iterate-value,1.0.2,1.0.2,No
jest-each,27.5.1,29.7.0,No
jsdom,16.7.0,25.0.1,No
jsprim,2.0.2,2.0.2,No
junk,3.1.0,4.0.1,No
klaw,1.3.1,4.1.0,No
kuler,2.0.0,2.0.0,No
lazystream,1.0.1,1.0.1,No
lodash.difference,4.5.0,4.5.0,No
lodash.escaperegexp,4.1.2,4.1.2,No
lodash.groupby,4.6.0,4.6.0,No
lodash.isboolean,3.0.3,3.0.3,No
lodash.isfunction,3.0.9,3.0.9,No
lodash.isnil,4.0.0,4.0.0,No
lodash.isplainobject,4.0.6,4.0.6,No
lodash.isundefined,3.0.1,3.0.1,No
lodash.union,4.6.0,4.6.0,No
lodash.uniq,4.5.0,4.5.0,No
lower-case,2.0.2,3.0.0,No
mdast-util-to-hast,10.0.1,13.2.0,No
meros,1.2.1,1.3.0,No
minimalistic-assert,1.0.1,1.0.1,No
mnemonist,0.38.3,0.39.8,No
nanomatch,1.2.13,1.2.13,No
nested-error-stacks,2.1.1,2.1.1,No
nth-check,2.0.1,2.1.1,No
object.pick,1.3.0,1.3.0,No
os-browserify,0.3.0,0.3.0,No
p-all,2.1.0,5.0.0,No
p-cancelable,2.1.1,4.0.1,No
p-defer,1.0.0,4.0.1,No
p-event,4.2.0,6.0.1,No
p-filter,2.1.0,4.1.0,No
p-reflect,2.1.0,3.1.0,No
package-json,6.5.0,10.0.1,No
parse-path,4.0.3,7.0.0,No
pinkie,2.0.4,2.0.4,No
pnp-webpack-plugin,1.6.4,1.7.0,No
postcss-flexbugs-fixes,4.2.1,5.0.2,No
postcss-loader,4.3.0,8.1.1,No
protocols,1.4.8,2.0.1,No
psl,1.8.0,1.15.0,No
querystring-es3,0.2.1,0.2.1,No
queue-microtask,1.2.3,1.2.3,No
raw-loader,4.0.2,4.0.2,No
regenerate-unicode-properties,10.0.1,10.2.0,No
regenerate,1.4.2,1.4.2,No
regjsgen,0.6.0,0.8.0,No
regjsparser,0.8.4,0.12.0,No
remark-footnotes,2.0.0,5.0.0,No
remark-mdx,1.6.22,3.1.0,No
remark-parse,8.0.3,11.0.0,No
remark-squeeze-paragraphs,4.0.0,6.0.0,No
remove-trailing-separator,1.1.0,1.1.0,No
request-promise-core,1.1.2,1.1.4,No
sane,4.1.0,5.0.1,No
set-immediate-shim,1.0.1,3.1.0,No
set-value,2.0.1,4.1.0,No
sshpk,1.18.0,1.18.0,No
static-extend,0.1.2,0.1.2,No
stealthy-require,1.1.1,1.1.1,No
stream-browserify,2.0.2,3.0.0,No
stream-http,2.8.3,3.2.0,No
style-to-object,0.3.0,1.0.8,No
timers-browserify,2.0.12,2.0.12,No
to-object-path,0.3.0,0.3.0,No
to-readable-stream,2.1.0,4.0.0,No
tough-cookie,2.5.0,5.0.0,No
tty-browserify,0.0.0,0.0.1,No
undici,5.14.0,7.1.0,No
unicode-match-property-ecmascript,2.0.0,2.0.0,No
unicode-match-property-value-ecmascript,2.0.0,2.2.0,No
unified,9.2.0,11.0.5,No
union-value,1.0.1,2.0.1,No
unique-string,2.0.0,3.0.0,No
unist-builder,2.0.3,4.0.0,No
unist-util-is,4.1.0,6.0.0,No
unist-util-visit-parents,3.1.1,6.0.1,No
unset-value,1.0.0,2.0.1,No
upper-case-first,2.0.2,3.0.0,No
upper-case,2.0.2,3.0.0,No
url-loader,4.1.1,4.1.1,No
url-parse,1.5.10,1.5.10,No
utila,0.4.0,0.5.0-dev.1,No
vm-browserify,1.1.2,1.1.2,No
vscode-jsonrpc,4.0.0,8.2.1,No
vscode-languageserver-types,3.14.0,3.17.5,No
watchpack-chokidar2,2.0.1,2.0.1,No
web-streams-polyfill,3.2.1,4.0.0,No
webpack-filter-warnings-plugin,1.2.1,1.2.1,No
which-boxed-primitive,1.0.2,1.1.0,No
which-typed-array,1.1.13,1.1.16,No
wide-align,1.1.5,1.1.5,No
worker-farm,1.7.0,1.7.0,No
xmlbuilder,11.0.1,15.1.1,No
xtend,4.0.2,4.0.2,No
yocto-queue,0.1.0,1.1.1,No
@apollo/protobufjs,1.2.6,Unknown,No
@cnakazawa/watch,1.0.4,Unknown,No
@peculiar/asn1-schema,2.3.3,Unknown,No
